1228-201,Odda kommune. Skulekontoret,Fa,Odda-2-2-4,
1228-201,Odda kommune. Skulekontoret,Ha,Odda-1-2-1,
1228-201,Odda kommune. Skulekontoret,Hb,Odda-1-2-1,
1228-201,Odda kommune. Skulekontoret,Hc,Odda-2-2-4,
1228-201,Odda kommune. Skulekontoret,Hd,Odda-2-2-5,
1228-231.01,Odda kommune. Odda barneskule,Ea,Odda-2-1-6,
1228-231.01,Odda kommune. Odda barneskule,Ga,Odda-2-1-6,Odda-2-1-9
1228-231.01,Odda kommune. Odda barneskule,Ha,Odda-1-2-2,Odda-1-2-3
1228-231.01,Odda kommune. Odda barneskule,Hb,Odda-1-6-8,Odda-2-1-3
1228-231.01,Odda kommune. Odda barneskule,Hc,Odda-2-1-3,Odda-2-1-4
1228-231.01,Odda kommune. Odda barneskule,Hda,Odda-2-1-4,Odda-2-1-6
1228-231.01,Odda kommune. Odda barneskule,Ka,Odda-2-1-9,
1228-231.01,Odda kommune. Odda barneskule,Kba,Odda-2-1-9,
1228-231.01,Odda kommune. Odda barneskule,Kbb,Odda-2-1-9,
1228-231.01,Odda kommune. Odda barneskule,Ua,Odda-2-1-9,
1228-231.02,Odda kommune. Tyssedal barneskule,Ba,Odda-2-2-2,
1228-231.02,Odda kommune. Tyssedal barneskule,Bb,Odda-2-2-2,
1228-231.02,Odda kommune. Tyssedal barneskule,Ea,Odda-2-2-2,
1228-231.02,Odda kommune. Tyssedal barneskule,Ga,Odda-2-2-1,
1228-231.02,Odda kommune. Tyssedal barneskule,Ha,Odda-1-2-3,
1228-231.02,Odda kommune. Tyssedal barneskule,Hb,Odda-2-2-1,
1228-231.02,Odda kommune. Tyssedal barneskule,Ka,Odda-2-2-2,
1228-231.02,Odda kommune. Tyssedal barneskule,Qa,Odda-2-2-2,
1228-231.02,Odda kommune. Tyssedal barneskule,Za,Odda-2-2-2,
1228-231.03,Odda kommune. Skare barneskule,Ea,Odda-2-2-3,
1228-231.03,Odda kommune. Skare barneskule,Ga,Odda-2-2-3,
1228-231.03,Odda kommune. Skare barneskule,Ha,Odda-1-2-3,Odda-1-2-4
1228-231.03,Odda kommune. Skare barneskule,Hb,Odda-2-2-3,
1228-231.03,Odda kommune. Skare barneskule,Hc,Odda-2-2-3,
1228-231.03,Odda kommune. Skare barneskule,Ka,Odda-2-2-3,
1228-231.03,Odda kommune. Skare barneskule,Aa,Odda-2-2-3,
1228-231.04,Odda kommune. Røldal skule,Ea,Odda-2-2-6,
1228-231.04,Odda kommune. Røldal skule,Fa1,Odda-2-2-6,
1228-231.04,Odda kommune. Røldal skule,Ga,Odda-2-2-6,
1228-231.04,Odda kommune. Røldal skule,Ha,Odda-1-2-4,
1228-231.04,Odda kommune. Røldal skule,Hb,Odda-1-2-4,
1228-231.04,Odda kommune. Røldal skule,Hc,Odda-2-2-5 ,Odda- 2-2-6
1228-231.04,Odda kommune. Røldal skule,Ka,Odda-2-2-6,
1228-231.04,Odda kommune. Røldal skule,Kb,Odda-2-2-6,
1228-231.05,Odda kommune. Odda ungdomsskole,Ab,Odda-2-6-7,
1228-231.05,Odda kommune. Odda ungdomsskole,Ac,Odda-2-6-7,
1228-231.05,Odda kommune. Odda ungdomsskole,Ad,Odda-2-6-7,
1228-231.05,Odda kommune. Odda ungdomsskole,Ae,Odda-2-6-7,
1228-231.05,Odda kommune. Odda ungdomsskole,Af,Odda-2-6-7,
1228-231.05,Odda kommune. Odda ungdomsskole,Ag,Odda-2-6-7,
1228-231.05,Odda kommune. Odda ungdomsskole,Bb,Odda-2-6-8,
1228-231.05,Odda kommune. Odda ungdomsskole,Db,Odda-3-1-5,Odda-3-1-7
1228-231.05,Odda kommune. Odda ungdomsskole,Ea,Odda-2-6-8,
1228-231.05,Odda kommune. Odda ungdomsskole,Fc,Odda-ukjent,
1228-231.05,Odda kommune. Odda ungdomsskole,Ga,Odda-2-6-4,Odda-2-6-5
1228-231.05,Odda kommune. Odda ungdomsskole,Gb,Odda-2-6-5,Odda-2-6-6
1228-231.05,Odda kommune. Odda ungdomsskole,Gc,Odda-2-6-6,Odda-2-6-7
1228-231.05,Odda kommune. Odda ungdomsskole,Ha,Odda-1-2-4,Odda-1-2-5
1228-231.05,Odda kommune. Odda ungdomsskole,Hb,Odda-1-2-5,
1228-231.05,Odda kommune. Odda ungdomsskole,Hc,Odda-1-2-5,
1228-231.05,Odda kommune. Odda ungdomsskole,Hd,Odda-1-2-5,Odda-1-2-6
1228-231.05,Odda kommune. Odda ungdomsskole,Pa,Odda-4-6-9,
1228-231.05,Odda kommune. Odda ungdomsskole,Qa,Odda-2-6-9,
1228-231.05,Odda kommune. Odda ungdomsskole,Ra,Odda-2-6-9,
1228-231.05,Odda kommune. Odda ungdomsskole,Xa,Odda-2-6-9,
1228-231.05,Odda kommune. Odda ungdomsskole,Za,Odda-2-6-9,
1228-240,Odda kommune. Logopedkontoret,Ca,Odda-3-1-3,
1228-240,Odda kommune. Logopedkontoret,Fa,Odda-1-2-6,Odda-1-2-7
1228-240,Odda kommune. Logopedkontoret,Fb,Odda-3-1-1,Odda-3-1-3
1228-240,Odda kommune. Logopedkontoret,Aa,Odda-3-1-3,
1228-241,Odda kommune. Pedagogisk-psykologisk teneste (PPT),Fa,Odda-1-2-7,Odda-1-3-3
1228-267,Odda kommune. Vaksenopplæringen,Ea,Odda-3-1-5,
1228-267,Odda kommune. Vaksenopplæringen,Fa,Odda-3-1-5,
1228-267,Odda kommune. Vaksenopplæringen,Ga,Odda-3-1-5,
1228-267,Odda kommune. Vaksenopplæringen,Ha,Odda-3-1-4,
1228-267,Odda kommune. Vaksenopplæringen,Hb,Odda-3-1-4,Odda-3-1-5
1228-267,Odda kommune. Vaksenopplæringen,Pa,Odda-3-1-5,
1228-301,Odda kommune. Helse- og sosialkontoret,Fab,Odda-1-4-1,Odda-1-4-4
1228-301,Odda kommune. Helse- og sosialkontoret,Fac,Odda-1-4-4,Odda-1-4-5
1228-301,Odda kommune. Helse- og sosialkontoret,Fba,Odda-1-4-5,
1228-301,Odda kommune. Helse- og sosialkontoret,Fca,Odda-1-4-5,Odda-1-4-6
1228-301,Odda kommune. Helse- og sosialkontoret,Fda,Odda-1-4-6,Odda-1-5-1
1228-301,Odda kommune. Helse- og sosialkontoret,Fdb,Odda-1-5-1,Odda-1-5-3
1228-301,Odda kommune. Helse- og sosialkontoret,Fdc,Odda-1-5-3,Odda-1-5-4
1228-301,Odda kommune. Helse- og sosialkontoret,Faa,Odda-1-3-3,Odda-1-4-1
1228-315.01,Odda kommune. Barnevernet,Fa,Odda-1-5-4,
1228-315.01,Odda kommune. Barnevernet,Fb,Odda-ukjent,
1228-315.01,Odda kommune. Barnevernet,Fc,Odda-ukjent,
1228-315.01,Odda kommune. Barnevernet,Fd,Odda-ukjent,
1228-315.01,Odda kommune. Barnevernet,Fe,Odda-ukjent,
